Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,18,300
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-04,Verteilnetz,Limmatzone,Schacht Sonneggstr./Unterf. Haldenbach,NSTL/SONN,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-11,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-12-11,Verteilnetz,Limmatzone,Pelikanplatz,B0018,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.7,
2023-12-11,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,89100,
2023-12-11,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,9.2,
2023-12-11,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,
2023-12-11,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,91333,
2023-12-11,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,9.2,
2023-12-11,Verteilnetz,Hangzone,im Mittelleimbach,B0117,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.7,
2023-12-11,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,111078,
2023-12-11,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,9,
2023-12-11,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-12-11,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,94356,
2023-12-11,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,9,
2023-12-11,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,
2023-12-11,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,92944,
2023-12-11,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-12-11,Verteilnetz,Limmatzone,Idaplatz,B0192,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.4,
2023-12-11,Verteilnetz,Limmatzone,Idaplatz,B0192,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,112006,
2023-12-11,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,8.9,
2023-12-11,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-12-11,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,93678,
2023-12-11,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-12-11,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-12-11,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,75056,
2023-12-11,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-12-11,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-12-11,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,79039,
2023-12-11,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,8.7,
2023-12-11,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,
2023-12-11,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,98444,
2023-12-11,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,8.4,
2023-12-11,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.1,
2023-12-11,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,82056,
2023-12-11,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,8.4,
2023-12-11,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.9,
2023-12-11,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,102228,
2023-12-11,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,9,
2023-12-11,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,
2023-12-11,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,82544,
2023-12-11,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,9,
2023-12-11,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.6,
2023-12-11,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,88911,
2023-12-11,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,13.1,
2023-12-11,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,NA,
2023-12-11,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,19461,
2023-12-11,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,11.6,
2023-12-11,Verteilnetz,Hangzone,Meierhofplatz,B0454,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1,
2023-12-11,Verteilnetz,Hangzone,Meierhofplatz,B0454,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,44894,
2023-12-11,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,12.9,
2023-12-11,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,NA,
2023-12-11,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,22611,
2023-12-11,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,10.4,
2023-12-11,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.9,
2023-12-11,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,56933,
2023-12-11,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,11.5,
2023-12-11,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.3,
2023-12-11,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,45661,
2023-12-11,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-12-11,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1.7,
2023-12-11,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,50322,
2023-12-11,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,9.9,
2023-12-11,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5.1,
2023-12-11,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,114361,
2023-12-11,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,8.4,
2023-12-11,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,5,
2023-12-11,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,121261,
2023-12-11,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-12-11,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,
2023-12-11,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,97711,
2023-12-11,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,11.7,
2023-12-11,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,1,
2023-12-11,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,32173,
2023-12-11,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,9.3,
2023-12-11,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.4,
2023-12-11,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,91328,
2023-12-11,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Temperatur,Allgemeine Parameter,°C,,10,
2023-12-11,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-12-11,Verteilnetz,Glattzone,Grosswiesenstr./Luchswiesenstr.,B1172,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,69433,
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Temperatur,Allgemeine Parameter,°C,,9.3,
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Pelikanplatz,B0018,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Temperatur,Allgemeine Parameter,°C,,8.5,
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Stampfenbachstr./Walchestr.,B0060,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,6,300
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,im Mittelleimbach,B0117,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Temperatur,Allgemeine Parameter,°C,,8.5,
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Mythenquai/Bahnhof Wollishofen,B0145,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Temperatur,Allgemeine Parameter,°C,,8.6,
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Seestrasse Bahnunterführung Wollishofen,B0149,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,Temperatur,Allgemeine Parameter,°C,,9.6,
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Idaplatz,B0192,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Temperatur,Allgemeine Parameter,°C,,8.9,
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,300
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Uetlibergstr. Haltestelle Binz,B0202,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,Winterthurerstr./Langmauerstr.,B0290,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,300
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,Klusstr./Kluseggweg,B0339,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Temperatur,Allgemeine Parameter,°C,,8.8,
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Orelli,Toblerplatz,B0341,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Gipfelzone Looren,Zürichbergstr. Endstation Tram 5,B0344,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Temperatur,Allgemeine Parameter,°C,,8.5,
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,300
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Witikon,Witikonerstr./Berghaldenstr.,B0362,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Temperatur,Allgemeine Parameter,°C,,8.9,
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Seefeldstr./Badstr.,B0406,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Temperatur,Allgemeine Parameter,°C,,10.1,
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Lindenplatz 6,B0413,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Temperatur,Allgemeine Parameter,°C,,11.3,
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Hönggerstr./Röschibachstr.,B0440,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,Temperatur,Allgemeine Parameter,°C,,10.9,
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,Meierhofplatz,B0454,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Temperatur,Allgemeine Parameter,°C,,12.7,
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Limmattalstr./Wartauweg,B0462,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Temperatur,Allgemeine Parameter,°C,,10.2,
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,6,300
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Glattzone,Schaffhauserstr. Endstation Tram 14,B0487,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Temperatur,Allgemeine Parameter,°C,,10.5,
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Glattzone,Regensbergstr./Oberwiesen,B0489,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Temperatur,Allgemeine Parameter,°C,,9.7,
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Glattzone,Wehntalerstr./Furttalstr.,B0491,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Temperatur,Allgemeine Parameter,°C,,9.9,
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Triemliplatz/Tramhaltestelle,B0506,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Temperatur,Allgemeine Parameter,°C,,8.6,
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,NA,300
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Friesenberg,Bachtobelstr./Panoramaweg,B0952,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Temperatur,Allgemeine Parameter,°C,,8.4,
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,2,300
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Hangzone,vor Reservoir Frauental,B0997,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Temperatur,Allgemeine Parameter,°C,,10.6,
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Bergzone Waidberg,Wässerlingweg,B0998,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Temperatur,Allgemeine Parameter,°C,,9.6,
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,1,300
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,E. coli,Biologische Parameter,KbE/100 mL,1,NA,0
2023-12-18,Verteilnetz,Limmatzone,Grundstrasse 20,B1159,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
